id,class,buying_low,buying_med,buying_vhigh,maint_low,maint_med,maint_vhigh,doors_3,doors_4,doors_5more,persons_4,persons_more,lug_boot_med,lug_boot_small,safety_low,safety_med
774,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
777,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
778,1.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
779,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
780,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
782,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
786,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
787,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
790,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
791,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
797,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
798,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
800,0.0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
802,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
803,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
804,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
806,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
807,0.0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
809,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
812,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
815,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
816,3.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
819,1.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
821,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
822,1.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
824,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
827,3.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
830,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
832,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
833,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
834,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
835,1.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
836,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
837,0.0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
839,1.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
842,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
843,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
845,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
846,1.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
848,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
849,2.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
850,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
851,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
852,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
854,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
855,0.0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
856,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
857,1.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
859,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
860,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
864,3.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
865,1.0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
866,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
867,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
868,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
869,1.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
870,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
872,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
873,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
874,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
875,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
876,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
877,0.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
880,1.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
882,1.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
885,0.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
886,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
888,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
889,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
890,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
894,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
900,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
901,0.0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
902,2.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
903,2.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
908,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
909,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
910,0.0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
912,1.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
915,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
917,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
919,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
920,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0
922,1.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1
925,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
926,0.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
928,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
929,0.0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
931,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
932,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
939,0.0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
941,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
945,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
947,0.0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
949,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
950,0.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
951,1.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
952,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
953,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
954,0.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
956,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
959,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
964,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
965,0.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
967,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
968,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
972,2.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
973,0.0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
975,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
976,0.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
978,0.0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
990,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
998,2.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
999,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1002,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1004,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1006,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1007,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1008,0.0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1009,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
1011,0.0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
1012,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1016,1.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1019,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1020,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1022,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1023,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1028,1.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1030,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
1032,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1033,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1035,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1037,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1039,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1040,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1041,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1042,1.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1043,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1046,0.0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0
1048,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1051,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1052,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1053,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1059,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1060,3.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1065,0.0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
1066,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
1067,0.0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0
1068,0.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1071,1.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1072,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
1077,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1078,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1079,0.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0
1080,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1082,0.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1083,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
1084,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1085,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
1090,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
1092,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1094,0.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
1098,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1100,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1102,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1103,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
1104,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
1106,0.0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1107,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1111,1.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1112,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1113,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1117,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1118,3.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1119,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1120,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1126,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1130,0.0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0
1131,0.0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0
1133,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
1134,0.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
1135,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1138,0.0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1139,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1141,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1142,0.0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
1143,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1144,0.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0
1151,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1152,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0
1153,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
1155,0.0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1156,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1157,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1159,1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1160,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1162,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1163,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1164,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1167,0.0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
1168,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1171,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1172,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1173,3.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1174,3.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1176,1.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
1181,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1185,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1186,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1190,0.0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0
1196,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1
1198,1.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1201,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1202,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1203,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1204,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1206,0.0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1207,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1208,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1209,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1219,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
1220,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1221,0.0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0
1224,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1225,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1226,1.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
1231,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
1232,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1233,0.0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
1234,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1236,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1237,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1241,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1242,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1243,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1249,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1250,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1251,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
1252,1.0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
1253,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
1255,0.0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1263,2.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1264,0.0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1272,0.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
1274,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1275,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1278,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1281,1.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1283,0.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
1284,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1288,1.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1289,2.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1293,1.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1295,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1296,1.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1297,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
1299,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
1300,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
1303,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1304,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1305,1.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1306,0.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
1308,3.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1311,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1312,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1313,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
1314,2.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1316,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1320,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1323,0.0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
1324,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
1329,1.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1331,1.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
1336,0.0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
1338,1.0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
1339,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1341,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1342,1.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
1344,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1345,0.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1346,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1347,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1348,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
1350,0.0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
1351,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1352,1.0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
1353,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1355,1.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
1356,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1358,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1359,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1363,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1365,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1367,1.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1371,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1373,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1376,1.0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
1379,1.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
1381,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1383,2.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1384,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1389,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1392,0.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
1393,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1395,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1398,0.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1399,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1
1400,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
1402,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1403,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1404,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1405,1.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1407,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1408,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1410,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1415,0.0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1417,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1418,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1419,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1420,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1422,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1423,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1424,1.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1426,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1427,1.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1430,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1432,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1434,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
1435,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1436,0.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
1437,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1439,0.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1440,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1442,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1444,1.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
1445,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1447,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1448,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1451,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1455,0.0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
1456,1.0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
1458,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1462,1.0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
1466,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1468,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1469,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1470,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1472,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1473,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1474,1.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1479,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1482,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1483,2.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1485,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1486,1.0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
1488,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
1489,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1490,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1491,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1494,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1496,1.0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
1498,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1499,1.0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1506,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
1510,3.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1512,1.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1516,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1518,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1520,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1526,0.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
1527,0.0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
1528,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1529,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1530,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1531,0.0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
